Tier,Total Score,Vendor/Seller Name,ID,Type,Team,Primary Owner,Other Owners,Qty Received,PO SKU Received,Damage Rate,Exp Error Rate,Overage Rate,Spec/Image Rate,Wrong Items Rate,UPC Error Rate,Packaging Rate,PO Error Rate,Responsiveness (days),QC Issue Rate,grade_damage,grade_exp_error,grade_overage,grade_spec_image_error,grade_no_data,grade_upc_error,grade_packaging_error,grade_po_error,grade_responsiveness,grade_poor_quality,damage_qty,exp_qty,overage_qty,spec_image_error,no_data_qty,upc_qty,packaging_error,po_qty,poor_quality_qty
A,100.0,LA Wakka USA Inc.,846,Vendor,Food,shun.sakaguchi,,160.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,"EATEA imports, LLC",853,Vendor,Food,sophia.zhu,,3520.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,HUA TIAN XIANG ZI,854,Vendor,Food,emily.wang@yamibuy.com,,2040.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,"SUPER TIMES CO.,LTD.",871,Vendor,Non-food,summer.xing,azure.wang,76.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,杭州不等食品科技有限公司,887,Vendor,Food,emily.wang@yamibuy.com,,1356.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,"Changsha Saturnbird Coffee Co., LTD.",891,Vendor,Food,emily.wang@yamibuy.com,,960.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,上海苏秉贸易有限公司,900,Vendor,Food,emily.wang@yamibuy.com,,2152.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,"Willing Group Co.,Ltd",902,Vendor,Food,emily.wang@yamibuy.com,,4398.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,广西珍星鲜供应链管理有限公司,905,Vendor,Food,emily.wang@yamibuy.com,,564.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,广州陶陶居有限公司,907,Vendor,Food,emily.wang@yamibuy.com,,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,杭州美阳智能家居有限公司,919,Vendor,Non-food,azure.wang,,262.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,北京尚潮创意纪念品开发有限公司,922,Vendor,Non-food,azure.wang,,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,饶平县新丰镇新星瓷厂,946,Vendor,Non-food,,,2040.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,BST,967,Vendor,Non-food,haiwei.shen,,4101.0,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,giraffe,968,Vendor,Non-food,haiwei.shen,,72.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,bitatto-japan,969,Vendor,Non-food,,,3048.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,UEHARA,971,Vendor,Non-food,haiwei.shen,,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,believe,977,Vendor,Non-food,haiwei.shen,,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,NEW WIND,989,Vendor,Non-food,Hui Liu,,1663.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,零售渠道扫货,992,Vendor,Non-food,Hui Liu,,1271.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,成都自然理念科技有限公司,1000,Vendor,Non-food,azure.wang,,1824.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,微念集团股份有限公司,1005,Vendor,Food,emily.wang@yamibuy.com,,4842.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,EZT INC,1014,Vendor,Non-food,,,960.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,"Orion F&B US, Inc",1020,Vendor,Food,jessica.li,,640.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,ca测试供应商-CA,1022,Vendor,Food,,"jessie.li, manny.zhang@yamibuy.com, tony.xi",10.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,北京尘心宁逸科技有限公司-CA,1042,Vendor,Non-food,,,132.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,"Shenzhen Huanfu International Trade Co.,  Ltd.",1100,Vendor,Non-food,,,1060.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,Jcosme (JC),1141,Vendor,Non-food,,,504.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,100.0,Orbitel International Corp,1155,Vendor,Food,,,72.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,98.0,Chunwei Inc,481,Vendor,Food,catherine.li,,12825.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,100,100,100,100,100,100,100,60,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A,98.0,深圳向物生活科技有限公司,928,Vendor,Non-food,azure.wang,,1142.0,20,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,60,100,100,100,100,100,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A,98.0,上海伊黎洛国际贸易有限公司,930,Vendor,Non-food,summer.xing,,1196.0,22,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,60,100,100,100,100,100,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A,98.0,中山福,974,Vendor,Non-food,haiwei.shen,,451.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,100,100,100,100,100,100,100,60,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A,97.0,Golden Lion International Trade LTD,603,Vendor,Non-food,kiki.hu,,4274.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002339728591483388,100,100,100,100,100,100,100,100,100,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A,97.0,长沙黛西生物科技有限公司,940,Vendor,Non-food,summer.xing,,350.0,13,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,80,100,100,100,100,100,100,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A,97.0,"UNQ Japan Co., Ltd. (Yen)",960,Vendor,Non-food,Hui Liu,,48569.0,221,0.0,0.0009882847083530647,4.117852951471103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,80,100,100,100,100,100,100,100,100,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A,97.0,NOVARCA,970,Vendor,Non-food,haiwei.shen,,17988.0,47,0.0,0.0,0.00133422281521014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,80,100,100,100,100,100,100,100,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
A,97.0,YUSHO TRADING,986,Vendor,Non-food,Hui Liu,,6542.0,138,0.0,0.0,0.0045857535921736475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,80,100,100,100,100,100,100,100,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
A,96.0,"Chun Yuen Trading Co., Inc.(CY)",68,Vendor,Food,zehua.li,,1930.0,40,0.0,0.0,0.0,0.0,0.012435233160621761,0.0,0.0,0.0,0.0,0.0,100,100,100,100,60,100,100,100,100,100,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
A,96.0,Family Foods International Inc.,197,Vendor,Food,sonia.yang,,7999.0,149,0.0,0.0025003125390673834,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,100,80,100,80,100,100,100,100,100,100,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A,96.0,Chan & Chan USA Inc,390,Vendor,Food,sophia.zhu,,5615.0,73,0.0,0.008904719501335707,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,100,80,100,80,100,100,100,100,100,100,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A,96.0,St. Cousair Inc,519,Vendor,Food,shun.sakaguchi,,192.0,16,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,20,100,100,100,100,100,100,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
A,96.0,"Yongkang Kuhao Trading Co.,Ltd",610,Vendor,Non-food,summer.xing,azure.wang,300.0,10,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,20,100,100,100,100,100,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A,96.0,Daon USA,682,Vendor,Food,,"jessica.li, yuri.jang",1435.0,54,0.0,0.0,0.0,0.0,0.011149825783972125,0.0,0.0,0.0,0.0,0.0,100,100,100,100,60,100,100,100,100,100,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
A,96.0,"R1 CO.,LTD (Yen)",731,Vendor,Non-food,Hui Liu,,6061.0,85,0.0,0.0,0.0,0.0,0.008909420887642303,0.0,0.0,0.0,0.0,0.0,100,100,100,100,60,100,100,100,100,100,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
A,96.0,湖南铁蛋有限公司,882,Vendor,Food,emily.wang@yamibuy.com,,20731.0,69,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,100,100,100,20,100,100,100,100,100,100,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
A,96.0,上海黑番食品有限公司,898,Vendor,Food,emily.wang@yamibuy.com,,32839.0,64,9.135479155881726e-05,0.0,0.0,0.0,0.0,0.009135479155881726,0.0,0.0,0.0,0.0,100,100,100,100,100,60,100,100,100,100,3.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0
A,96.0,杭州小节文化创意有限公司,914,Vendor,Non-food,azure.wang,,245.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,100,100,100,100,100,100,100,20,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A,96.0,长沙浴见熙上科技有限公司,934,Vendor,Non-food,summer.xing,,732.0,22,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,100,100,100,100,60,100,100,100,100,100,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
A,96.0,佩莱进出口（苏州）有限公司,962,Vendor,Non-food,summer.xing,azure.wang,4562.0,81,0.0,0.0,0.0,0.0,0.01183691363437089,0.0,0.0,0.0,0.0,0.0,100,100,100,100,60,100,100,100,100,100,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
A,96.0,ITO Corporation,963,Vendor,Non-food,haiwei.shen,,69101.0,108,1.447157059955717e-05,0.0,0.0,0.0,0.0011577256479645736,0.0,0.0,0.027777777777777776,0.0,0.0,100,100,100,100,80,100,100,60,100,100,1.0,0.0,0.0,0.0,80.0,0.0,0.0,3.0,0.0
A,96.0,Maple International,976,Vendor,Non-food,haiwei.shen,,17026.0,191,0.0,0.0,0.0014096088335486903,0.010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,100,100,80,80,100,100,100,100,100,100,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
A,96.0,Filotimo,988,Vendor,Non-food,Hui Liu,,4946.0,423,0.0,0.0,0.004245855236554792,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,100,100,80,100,100,100,100,80,100,100,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0
A,96.0,ENGINGER PRODUCTS INC,1003,Vendor,Food,sonia.yang,,27400.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,100,100,100,100,100,100,100,20,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A,96.0,Sora Mori Global,1008,Vendor,Food,satoshi.abe,,28532.0,62,0.0,0.0,0.0,0.0,0.0008411608019066311,0.0,0.0,0.03225806451612903,0.0,0.0,100,100,100,100,80,100,100,60,100,100,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0
A,96.0,Asian America Trading Inc.-Consignment,1129,Vendor,Food,Shanshan Gao,,581.0,18,0.0,0.0,0.0,0.0,0.04130808950086059,0.0,0.0,0.0,0.0,0.0,100,100,100,100,60,100,100,100,100,100,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
A,95.0,"ChongQingDingShi Tech Co, Ltd",439,Vendor,Food,,"azure.wang, rocky.liu",91500.0,77,9.836065573770491e-05,0.0,0.0029508196721311475,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,1.092896174863388e-05,100,100,80,100,100,100,100,60,100,100,9.0,0.0,270.0,0.0,0.0,0.0,0.0,1.0,1.0
A,95.0,Korsmet US,806,Vendor,Non-food,josephine.lee,,6201.0,202,0.0,0.004837929366231253,0.0,0.009900990099009901,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,100,80,100,80,100,100,100,80,100,100,0.0,30.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
A,95.0,Momoko International INC,1017,Vendor,Non-food,emi.shi,,5270.0,167,0.0,0.008159392789373814,0.0,0.023952095808383235,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,100,80,100,80,100,100,100,80,100,100,0.0,43.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
B,94.0,PRESIDENT GLOBAL,14,Vendor,Food,sonia.yang,,15245.0,120,0.0,0.023351918661856347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,60,100,100,100,100,100,100,100,100,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,New Island Group Inc.,39,Vendor,Food,Shanshan Gao,,1700.0,29,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,60,100,100,100,100,100,100,100,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,Narita USA Corp (NA),157,Vendor,Non-food,Jessica.Pfeiff,,1697.0,113,0.0005892751915144372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,100,100,100,100,100,100,100,100,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,Super World Trading Inc,311,Vendor,Food,,"Jessica.Pfeiff, jason.wu",552.0,13,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,60,100,100,100,100,100,100,100,100,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,"Shanghai Hanxun Trading Co., Ltd.",797,Vendor,Non-food,azure.wang,,1118.0,20,0.0017889087656529517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,100,100,100,100,100,100,100,100,100,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,Hana Food Distributors Inc,813,Vendor,Food,jessica.li,,408.0,6,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,60,100,100,100,100,100,100,100,100,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,Starway International Group LA,849,Vendor,Food,zehua.li,,4034.0,34,0.0,0.0,0.005949429846306396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,60,100,100,100,100,100,100,100,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,洛阳源氏食品有限公司,878,Vendor,Food,emily.wang@yamibuy.com,,8700.0,19,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,60,100,100,100,100,100,100,100,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,想念食品股份有限公司,886,Vendor,Food,emily.wang@yamibuy.com,,22169.0,35,0.0004961883711489016,0.0,0.0027064820244485544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,100,80,100,100,100,100,100,100,100,11.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,江西鲍师傅食品有限公司,899,Vendor,Food,rocky.liu,,99908.0,409,3.002762541538215e-05,0.0,0.013872762941906555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,60,100,100,100,100,100,100,100,3.0,0.0,1386.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,苏州市李良济健康产业有限公司,929,Vendor,Non-food,azure.wang,,1454.0,13,0.0020632737276478678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,100,100,100,100,100,100,100,100,100,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,虚拟账号代付,951,Vendor,Non-food,azure.wang,,838.0,46,0.002386634844868735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,100,100,100,100,100,100,100,100,100,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,北京瑞荻互动科技有限公司,957,Vendor,Food,emily.wang@yamibuy.com,,3290.0,17,0.0,0.01458966565349544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,60,100,100,100,100,100,100,100,100,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,94.0,Fineday USA,998,Vendor,Non-food,,,13485.0,36,0.0,0.0,0.0,0.0,0.007119021134593994,0.0,0.0,0.027777777777777776,0.0,0.0,100,100,100,100,60,100,100,60,100,100,0.0,0.0,0.0,0.0,96.0,0.0,0.0,1.0,0.0
B,94.0,Kreassive Inc.,1007,Vendor,Non-food,jianning.wu,,7298.0,15,0.0012332145793368045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,100,100,100,100,100,100,100,100,100,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,93.0,Goody Trading Inc,214,Vendor,Food,catherine.li,,13894.0,161,7.197351374694113e-05,0.0,0.010076291924571757,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,100,100,60,80,100,100,100,100,100,100,1.0,0.0,140.0,2.0,0.0,0.0,0.0,0.0,0.0
B,93.0,Pocas International Corp,359,Vendor,Food,zehua.li,,3694.0,83,0.0,0.0,0.0,0.012048192771084338,0.01949106659447753,0.0,0.0,0.03614457831325301,0.0,0.0,100,100,100,80,60,100,100,60,100,100,0.0,0.0,0.0,1.0,72.0,0.0,0.0,3.0,0.0
B,93.0,Glowiss LLC (Local),767,Vendor,Non-food,yoona.oh,,20410.0,539,4.8995590396864285e-05,0.0,0.0014698677119059284,0.0055658627087198514,0.00014698677119059285,0.0,0.0,0.0037105751391465678,0.0,0.0,100,100,80,80,80,100,100,80,100,100,1.0,0.0,30.0,3.0,3.0,0.0,0.0,2.0,0.0
